"modell","inverkehrssetzung","fahrzeugart","aussenfarbe","kilometer","getriebeart","antrieb","treibstoff","tueren","sitze","innenfarbe","hubrauminccm","zylinder","leistunginps","leergewicht","verbrauch","co2.emission","energieeffizienz","abmfk","garantie","preis"
"VW Golf 1.4 TSI Trend(Kombi)","07-2010","Occasion","schwarz","29'376 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"schwarz",1390,4,122,"1394 kg","6.5 l/100km","151 g/km","C",FALSE,"0 Monate","CHF 28'200.- "
"VW Golf 1.4 TSI Value(Kombi)","06-2010","Occasion","schwarz","24'521 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"schwarz",1390,4,122,"1394 kg","6.5 l/100km","151 g/km","C",FALSE,"0 Monate","CHF 25'900.- "
"VW Golf 1.4 TSI Value(Kombi)","12-2010","Occasion","schwarz","13'500 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"anthrazit",1390,4,122,"1394 kg","6.5 l/100km","151 g/km","C",FALSE,"24 Monate","CHF 26'800.- "
"VW Golf 1.4 TSI Value(Kombi)","06-2009","Occasion","silber","102'000 km","Automat","Vorderradantrieb","Benzin",5,5,"schwarz",1390,4,122,"1385 kg","6.3 l/100km","148 g/km","B",TRUE,"36 Monate","CHF 17'900.- "
"VW Golf 1.4 TSI Value(Kombi)","06-2009","Occasion","silber","108'000 km","Automat","Vorderradantrieb","Benzin",5,5,"schwarz",1390,4,122,"1385 kg","6.3 l/100km","148 g/km","B",TRUE,"36 Monate","CHF 17'900.- "
"VW Golf 1.4 TSI Value(Kombi)","08-2010","Vorfuehrwagen","silber","18'000 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"anthrazit",1390,4,122,"1394 kg","6.5 l/100km","151 g/km","C",FALSE,"0 Monate","CHF 29'980.- "
"VW Golf 1.4 TSI Value(Kombi)","12-2010","Occasion","schwarz","8'000 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"schwarz",1390,4,122,"1394 kg","6.5 l/100km","151 g/km","C",FALSE,"24 Monate","CHF 29'900.- "
"VW Golf 1.4 TSI Value(Kombi)","12-2010","Occasion","braun","8'000 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"schwarz",1390,4,122,"1394 kg","6.5 l/100km","151 g/km","C",FALSE,"24 Monate","CHF 29'900.- "
"VW Golf 1.4 TSI Value(Kombi)","10-2010","Occasion","schwarz","2'998 km","Automat","Vorderradantrieb","Benzin",5,5,"schwarz",1390,4,122,"1426 kg","6.3 l/100km","139 g/km","B",FALSE,"0 Monate","CHF 27'500.- "
"VW Golf 1.4 TSI Value(Kombi)","03-2009","Occasion","schwarz","25'000 km","Automat","Vorderradantrieb","Benzin",5,5,"anthrazit",1390,4,160,"1444 kg","6.4 l/100km","148 g/km","B",FALSE,"0 Monate","CHF 27'900.- "
"VW Golf 1.6(Kombi)","12-1999","Occasion","gruen","158'000 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"schwarz",1595,4,100,"1253 kg","7.7 l/100km",NA,NA,FALSE,"0 Monate","CHF 3'600.- "
"VW Golf 1.6(Kombi)","12-1999","Occasion","gruen","166'300 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"schwarz",1595,4,100,"1253 kg","7.7 l/100km",NA,NA,TRUE,"3 Monate","CHF 5'490.- "
"VW Golf 1.6(Kombi)","09-1999","Occasion","weiss","195'000 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"grau",1595,4,100,"1253 kg","7.7 l/100km",NA,NA,FALSE,"0 Monate","CHF 1'900.- "
"VW Golf 1.6(Kombi)","06-1999","Occasion","grau","159'000 km","Handschaltung","Vorderradantrieb","Benzin",5,5,NA,1595,4,100,"1253 kg","7.7 l/100km",NA,NA,TRUE,"0 Monate","CHF 6'200.- "
"VW Golf 1.6(Kombi)","10-1999","Occasion","weiss","123'700 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"schwarz",1595,4,100,"1253 kg","7.7 l/100km",NA,NA,TRUE,"3 Monate","CHF 9'980.- "
"VW Golf 1.6(Kombi)","06-1999","Occasion","blau","168'000 km","Handschaltung","Vorderradantrieb","Benzin",5,5,NA,1595,4,100,"1253 kg","7.7 l/100km",NA,NA,TRUE,"0 Monate","CHF 4'500.- "
"VW Golf 1.6(Kombi)","03-2000","Occasion","silber","175'000 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"schwarz",1595,4,100,"1253 kg","7.7 l/100km",NA,NA,TRUE,"0 Monate","CHF 4'100.- "
"VW Golf 1.6 16V(Kombi)","04-2002","Occasion","weiss","125'000 km","Handschaltung","Vorderradantrieb","Benzin",5,5,NA,1598,4,105,"1417 kg","7 l/100km","170 g/km","C",TRUE,"0 Monate","CHF 6'900.- "
"VW Golf 1.6 16V(Kombi)","07-2002","Occasion","blau","179'500 km","Handschaltung","Vorderradantrieb","Benzin",5,5,NA,1598,4,105,"1417 kg","7 l/100km","170 g/km","C",FALSE,"0 Monate","CHF 3'900.- "
"VW Golf 1.6 16V(Kombi)","07-2001","Occasion","weiss","184'200 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"schwarz",1598,4,105,"1417 kg","7 l/100km","170 g/km","C",TRUE,"1 Monate","CHF 4'900.- "
"VW Golf 1.6 16V(Kombi)","11-2000","Occasion","weiss","196'000 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"schwarz",1598,4,105,"1417 kg","7 l/100km","170 g/km","C",FALSE,"0 Monate","CHF 3'500.- "
"VW Golf 1.6 16V(Kombi)","08-2001","Occasion","blau","174'500 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"schwarz",1598,4,105,"1417 kg","7 l/100km","170 g/km","C",TRUE,"0 Monate","CHF 5'900.- "
"VW Golf 1.6 16V(Kombi)","12-2001","Occasion","schwarz","147'198 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"schwarz",1598,4,105,"1417 kg","7 l/100km","170 g/km","C",TRUE,"3 Monate","CHF 7'900.- "
"VW Golf 1.6 16V(Kombi)","07-2000","Occasion","silber","164'000 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"grau",1598,4,105,"1417 kg","7 l/100km","170 g/km","C",TRUE,"0 Monate","CHF 5'600.- "
"VW Golf 1.6 16V(Kombi)","11-2002","Occasion","grau","201'000 km","Handschaltung","Vorderradantrieb","Benzin",5,5,NA,1598,4,105,"1417 kg","7.1 l/100km","170 g/km","D",FALSE,"0 Monate","CHF 5'900.- "
"VW Golf 1.6 16V(Kombi)","02-2002","Occasion","blau","165'000 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"schwarz",1598,4,105,"1417 kg","7 l/100km","170 g/km","C",TRUE,"0 Monate","CHF 5'900.- "
"VW Golf 1.6 16V Atlantic(Kombi)","04-2006","Occasion","gelb","159'000 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"schwarz",1598,4,105,"1417 kg","7 l/100km","168 g/km","C",TRUE,"0 Monate","CHF 7'200.- "
"VW Golf 1.6 16V Comfortline(Kombi)","05-2001","Occasion","blau","131'000 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"grau",1598,4,105,"1417 kg","7 l/100km","168 g/km","C",TRUE,"0 Monate","CHF 6'500.- "
"VW Golf 1.6 16V Comfortline(Kombi)","08-2000","Occasion","weiss","153'000 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"anthrazit",1598,4,105,"1417 kg","7 l/100km","168 g/km","C",FALSE,"0 Monate","CHF 5'900.- "
"VW Golf 1.6 16V Comfortline(Kombi)","06-2003","Occasion","schwarz","109'000 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"schwarz",1598,4,105,"1417 kg","7 l/100km","170 g/km","C",FALSE,"0 Monate","CHF 9'977.- "
"VW Golf 1.6 16V Comfortline(Kombi)","11-2002","Occasion","gruen","169'315 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"schwarz",1598,4,105,"1417 kg","7 l/100km","168 g/km","C",FALSE,"0 Monate","CHF 8'450.- "
"VW Golf 1.6 16V Comfortline(Kombi)","08-2000","Occasion","schwarz","173'000 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"anthrazit",1598,4,105,"1417 kg","7 l/100km","168 g/km","C",TRUE,"0 Monate","CHF 6'500.- "
"VW Golf 1.6 16V Comfortline(Kombi)","08-2001","Occasion","weiss","101'500 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"schwarz",1598,4,105,"1417 kg","7 l/100km","168 g/km","C",FALSE,"2 Monate","CHF 7'300.- "
"VW Golf 1.6 16V Comfortline(Kombi)","04-2001","Occasion","schwarz","137'000 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"schwarz",1598,4,105,"1417 kg","7 l/100km","168 g/km","C",TRUE,"0 Monate","CHF 6'800.- "
"VW Golf 1.6 16V Comfortline(Kombi)","04-2002","Occasion","grau","255'000 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"schwarz",1598,4,105,"1417 kg","7 l/100km","168 g/km","C",TRUE,"0 Monate","CHF 4'400.- "
"VW Golf 1.6 16V Comfortline(Kombi)","02-2001","Occasion","blau","190'000 km","Handschaltung","Vorderradantrieb","Benzin",5,5,NA,1598,4,105,"1417 kg","7 l/100km","168 g/km","C",FALSE,"0 Monate","CHF 3'300.- "
"VW Golf 1.6 16V Comfortline(Kombi)","08-2002","Occasion","weiss","193'000 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"schwarz",1598,4,105,"1417 kg","7 l/100km","168 g/km","C",TRUE,"0 Monate","CHF 4'900.- "
"VW Golf 1.6 16V Comfortline(Kombi)","12-2001","Occasion","grau","202'000 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"grau",1598,4,105,"1417 kg","7 l/100km","168 g/km","C",FALSE,"0 Monate","CHF 3'200.- "
"VW Golf 1.6 16V Comfortline(Kombi)","04-2003","Occasion","blau","132'000 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"schwarz",1598,4,105,"1417 kg","7 l/100km","168 g/km","C",TRUE,"0 Monate","CHF 9'500.- "
"VW Golf 1.6 16V Comfortline(Kombi)","03-2001","Occasion","grau","160'000 km","Handschaltung","Vorderradantrieb","Benzin",5,5,NA,1598,4,105,"1417 kg","7 l/100km","168 g/km","C",FALSE,"0 Monate","CHF 5'200.- "
"VW Golf 1.6 16V Pacific(Kombi)","05-2005","Occasion","weiss","81'350 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"schwarz",1598,4,105,"1417 kg","7 l/100km","168 g/km","C",FALSE,"12 Monate","CHF 12'900.- "
"VW Golf 1.6 16V Pacific(Kombi)","08-2005","Occasion","anthrazit","110'000 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"anthrazit",1598,4,105,"1417 kg","7 l/100km","168 g/km","C",FALSE,"3 Monate","CHF 11'900.- "
"VW Golf 1.6 16V Pacific(Kombi)","04-2004","Occasion","grau","129'000 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"anthrazit",1598,4,105,"1417 kg","7 l/100km","168 g/km","C",FALSE,"0 Monate","CHF 6'900.- "
"VW Golf 1.6 16V Pacific(Kombi)","09-2004","Occasion","blau","73'950 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"schwarz",1598,4,105,"1417 kg","7 l/100km","168 g/km","C",TRUE,"3 Monate","CHF 13'800.- "
"VW Golf 1.6 16V Pacific(Kombi)","02-2004","Occasion","blau","142'000 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"anthrazit",1598,4,105,"1417 kg","7 l/100km","168 g/km","C",TRUE,"0 Monate","CHF 7'900.- "
"VW Golf 1.6 16V Trendline(Kombi)","05-2001","Occasion","blau","148'000 km","Handschaltung","Vorderradantrieb","Benzin",5,5,NA,1598,4,105,"1280 kg","7.1 l/100km","170 g/km",NA,FALSE,"12 Monate","CHF 4'900.- "
"VW Golf 1.6 16V Trendline(Kombi)","05-2000","Occasion",NA,"140'000 km","Handschaltung","Vorderradantrieb","Benzin",5,5,NA,1598,4,105,"1280 kg","6.9 l/100km","170 g/km",NA,FALSE,"0 Monate","CHF 5'900.- "
"VW Golf 1.6 A(Kombi)","05-2001","Occasion","schwarz","68'000 km","Automat","Vorderradantrieb","Benzin",5,5,"schwarz",1595,4,100,"1431 kg","8.1 l/100km","202 g/km","E",TRUE,"3 Monate","CHF 9'900.- "
"VW Golf 1.6 A(Kombi)","02-2002","Occasion","silber","177'700 km","Automat","Vorderradantrieb","Benzin",5,5,"schwarz",1595,4,100,"1431 kg","8.4 l/100km","202 g/km","E",FALSE,"0 Monate","CHF 7'950.- "
"VW Golf 1.6 A(Kombi)","08-2000","Occasion","rot","191'000 km","Automat","Vorderradantrieb","Benzin",5,5,"schwarz",1595,4,100,"1431 kg","8.1 l/100km","202 g/km","E",TRUE,"0 Monate","CHF 5'990.- "
"VW Golf 1.6 Comf. Generation(Kombi)","04-2000","Occasion","silber","180'000 km","Handschaltung","Vorderradantrieb","Benzin",5,5,NA,1598,4,105,"1417 kg","7.1 l/100km","170 g/km","D",TRUE,"0 Monate","CHF 4'900.- "
"VW Golf 1.6 Comf. Generation(Kombi)","07-2000","Occasion","silber","147'000 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"anthrazit",1598,4,105,"1417 kg","7.1 l/100km","170 g/km","D",TRUE,"0 Monate","CHF 7'700.- "
"VW Golf 1.6 Comf. Generation(Kombi)","10-2002","Occasion","schwarz","71'000 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"schwarz",1598,4,105,"1417 kg","7.1 l/100km","170 g/km","D",TRUE,"0 Monate","CHF 8'900.- "
"VW Golf 1.6 Comf. Generation(Kombi)","05-2001","Occasion","weiss","244'000 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"anthrazit",1598,4,105,"1417 kg","7.1 l/100km","170 g/km","D",TRUE,"0 Monate","CHF 4'600.- "
"VW Golf 1.6 Comf. Generation(Kombi)","06-2001","Occasion","schwarz","96'800 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"blau",1598,4,105,"1417 kg","7.1 l/100km","170 g/km","D",TRUE,"0 Monate","CHF 8'900.- "
"VW Golf 1.6 Comf. Generation(Kombi)","09-2002","Occasion","silber","89'000 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"schwarz",1598,4,105,"1417 kg","7.1 l/100km","170 g/km","D",TRUE,"12 Monate","CHF 9'900.- "
"VW Golf 1.6 Comf. Generation(Kombi)","03-2002","Occasion","grau","188'950 km","Handschaltung","Vorderradantrieb","Benzin",5,5,NA,1598,4,105,"1417 kg","7.1 l/100km","170 g/km","D",FALSE,"0 Monate","CHF 5'900.- "
"VW Golf 1.6 Comfort(Kombi)","07-2008","Occasion","silber","59'000 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"schwarz",1595,4,102,"1353 kg","7.4 l/100km","176 g/km","D",TRUE,"12 Monate","CHF 18'950.- "
"VW Golf 1.6 Comfortline(Kombi)","08-1999","Occasion","weiss","166'800 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"schwarz",1595,4,100,"1253 kg","7.7 l/100km",NA,NA,FALSE,"0 Monate","CHF 4'950.- "
"VW Golf 1.6 Comfortline(Kombi)","09-1999","Occasion","silber","136'350 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"schwarz",1595,4,100,"1253 kg","7.7 l/100km",NA,NA,FALSE,"0 Monate","CHF 4'990.- "
"VW Golf 1.6 Comfortline(Kombi)","01-2000","Occasion","gelb","97'000 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"grau",1595,4,100,"1253 kg","7.7 l/100km",NA,NA,TRUE,"0 Monate","CHF 4'800.- "
"VW Golf 1.6 Comfortline(Kombi)","09-1999","Occasion","blau","241'460 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"grau",1595,4,100,"1253 kg","7.7 l/100km",NA,NA,FALSE,"0 Monate","CHF 2'100.- "
"VW Golf 1.6 Comfortline(Kombi)","06-1999","Occasion","blau","126'000 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"schwarz",1595,4,100,"1253 kg","7.7 l/100km",NA,NA,TRUE,"3 Monate","CHF 6'900.- "
"VW Golf 1.6 Comfortline A(Kombi)","07-2003","Occasion","weiss","92'000 km","Automat","Vorderradantrieb","Benzin",5,5,"schwarz",1595,4,100,"1431 kg","8.1 l/100km","194 g/km","E",TRUE,"12 Monate","CHF 6'999.- "
"VW Golf 1.6 Comfortline A(Kombi)","10-2000","Occasion","weiss","138'000 km","Automat","Vorderradantrieb","Benzin",5,5,"beige",1595,4,100,"1431 kg","8.1 l/100km","194 g/km","E",TRUE,"3 Monate","CHF 5'700.- "
"VW Golf 1.6 Comfortline A(Kombi)","12-2002","Occasion","weiss","88'000 km","Automat","Vorderradantrieb","Benzin",5,5,"schwarz",1595,4,100,"1431 kg","8.1 l/100km","194 g/km","E",TRUE,"3 Monate","CHF 8'900.- "
"VW Golf 1.6 Comfortline A(Kombi)","05-2000","Occasion","weiss","78'000 km","Automat","Vorderradantrieb","Benzin",5,5,NA,1595,4,100,"1431 kg","8.7 l/100km","209 g/km","F",FALSE,"0 Monate","CHF 6'900.- "
"VW Golf 1.6TDI BlueM Comfort(Kombi)","09-2010","Occasion","grau","1'500 km","Handschaltung","Vorderradantrieb","Diesel",5,5,NA,1598,4,105,"1452 kg","4.2 l/100km","109 g/km","A",FALSE,"0 Monate","CHF 28'900.- "
"VW Golf 1.6 TDI Comfort(Kombi)","05-2010","Occasion","schwarz","8'000 km","Handschaltung","Vorderradantrieb","Diesel",5,5,"schwarz",1598,4,105,"1445 kg","4.5 l/100km","119 g/km","A",FALSE,"24 Monate","CHF 29'900.- "
"VW Golf 1.6 TDI Comfort(Kombi)","03-2010","Occasion","schwarz","11'400 km","Handschaltung","Vorderradantrieb","Diesel",5,5,"schwarz",1598,4,105,"1445 kg","4.5 l/100km","119 g/km","A",FALSE,"0 Monate","CHF 25'900.- "
"VW Golf 1.6 TDI Comfort(Kombi)","01-2010","Occasion","grau","22'400 km","Handschaltung","Vorderradantrieb","Diesel",5,5,NA,1598,4,105,"1445 kg","4.5 l/100km","119 g/km","A",FALSE,"0 Monate","CHF 26'900.- "
"VW Golf 1.6 TDI Comfort(Kombi)","02-2010","Occasion","schwarz","37'380 km","Handschaltung","Vorderradantrieb","Diesel",5,5,"schwarz",1598,4,105,"1445 kg","4.5 l/100km","119 g/km","A",FALSE,"24 Monate","CHF 24'900.- "
"VW Golf 1.6 TDI Comfort(Kombi)","02-2010","Occasion","schwarz","15'900 km","Handschaltung","Vorderradantrieb","Diesel",5,5,NA,1598,4,105,"1445 kg","4.5 l/100km","119 g/km","A",FALSE,"0 Monate","CHF 25'900.- "
"VW Golf 1.6 TDI Comfort(Kombi)","07-2010","Occasion","schwarz","33'018 km","Handschaltung","Vorderradantrieb","Diesel",5,5,"schwarz",1598,4,105,"1445 kg","4.5 l/100km","119 g/km","A",FALSE,"12 Monate","CHF 26'900.- "
"VW Golf 1.6 TDI Comfort(Kombi)","07-2010","Occasion","silber","31'700 km","Handschaltung","Vorderradantrieb","Diesel",5,5,"schwarz",1598,4,105,"1445 kg","4.5 l/100km","119 g/km","A",FALSE,"0 Monate","CHF 26'700.- "
"VW Golf 1.6 TDI Comfort(Kombi)","07-2010","Occasion","schwarz","27'100 km","Handschaltung","Vorderradantrieb","Diesel",5,5,"schwarz",1598,4,105,"1445 kg","4.5 l/100km","119 g/km","A",FALSE,"12 Monate","CHF 27'900.- "
"VW Golf 1.6 TDI Comfort(Kombi)","07-2010","Occasion","silber","31'300 km","Handschaltung","Vorderradantrieb","Diesel",5,5,"schwarz",1598,4,105,"1445 kg","4.5 l/100km","119 g/km","A",FALSE,"0 Monate","CHF 26'900.- "
"VW Golf 1.6 TDI Comfort(Kombi)","07-2010","Occasion","schwarz","28'600 km","Handschaltung","Vorderradantrieb","Diesel",5,5,"schwarz",1598,4,105,"1445 kg","4.5 l/100km","119 g/km","A",FALSE,"0 Monate","CHF 27'900.- "
"VW Golf 1.6 TDI Comfort(Kombi)","01-2011","Occasion","grau","19'995 km","Handschaltung","Vorderradantrieb","Diesel",5,5,NA,1598,4,105,"1445 kg","4.5 l/100km","119 g/km","A",FALSE,"12 Monate","CHF 25'900.- "
"VW Golf 1.6 TDI Comfort(Kombi)","02-2011","Occasion","schwarz","13'200 km","Handschaltung","Vorderradantrieb","Diesel",5,5,NA,1598,4,105,"1445 kg","4.5 l/100km","119 g/km","A",FALSE,"0 Monate","CHF 28'900.- "
"VW Golf 1.6 TDI Comfort(Kombi)","01-2011","Occasion","silber","22'400 km","Handschaltung","Vorderradantrieb","Diesel",5,5,"schwarz",1598,4,105,"1445 kg","4.5 l/100km","119 g/km","A",FALSE,"0 Monate","CHF 28'700.- "
"VW Golf 1.6 TDI Comfort(Kombi)","01-2011","Occasion","silber","20'000 km","Handschaltung","Vorderradantrieb","Diesel",5,5,"schwarz",1598,4,105,"1445 kg","4.5 l/100km","119 g/km","A",FALSE,"0 Monate","CHF 26'800.- "
"VW Golf 1.6 TDI Comfort(Kombi)","01-2010","Occasion","silber","37'600 km","Handschaltung","Vorderradantrieb","Diesel",5,5,NA,1598,4,105,"1445 kg","4.5 l/100km","119 g/km","A",FALSE,"12 Monate","CHF 24'280.- "
"VW Golf 1.6 TDI Comfort(Kombi)","02-2011","Occasion","silber","16'500 km","Handschaltung","Vorderradantrieb","Diesel",5,5,"schwarz",1598,4,105,"1445 kg","4.5 l/100km","119 g/km","A",TRUE,"12 Monate","CHF 28'900.- "
"VW Golf 1.6 TDI Comfort(Kombi)","01-2011","Occasion","grau","12'300 km","Handschaltung","Vorderradantrieb","Diesel",5,5,"schwarz",1598,4,105,"1445 kg","4.5 l/100km","119 g/km","A",FALSE,"12 Monate","CHF 28'900.- "
"VW Golf 1.6 TDI Comfort(Kombi)","02-2010","Occasion","weiss","23'300 km","Handschaltung","Vorderradantrieb","Diesel",5,5,"schwarz",1598,4,105,"1445 kg","4.5 l/100km","119 g/km","A",FALSE,"24 Monate","CHF 28'900.- "
"VW Golf 1.6 TDI Comfort 4M. (Kombi)","12-2010","Occasion","schwarz","18'000 km","Handschaltung","Allrad","Diesel",5,5,"schwarz",1598,4,105,"1571 kg","5.5 l/100km","143 g/km","A",FALSE,"0 Monate","CHF 29'900.- "
"VW Golf 1.6 TDI Comfort 4M. (Kombi)","12-2010","Occasion","grau","26'900 km","Handschaltung","Allrad","Diesel",5,5,"schwarz",1598,4,105,"1571 kg","5.5 l/100km","143 g/km","A",FALSE,"24 Monate","CHF 29'580.- "
"VW Golf 1.6 TDI Comfort 4M. (Kombi)","12-2010","Occasion","grau","24'900 km","Handschaltung","Allrad","Diesel",5,5,"schwarz",1598,4,105,"1571 kg","5.5 l/100km","143 g/km","A",FALSE,"24 Monate","CHF 29'650.- "
"VW Golf 1.6 TDI Comfort 4M. (Kombi)","12-2010","Occasion","silber","19'590 km","Handschaltung","Allrad","Diesel",5,5,"schwarz",1598,4,105,"1571 kg","5.5 l/100km","143 g/km","A",FALSE,"24 Monate","CHF 29'450.- "
"VW Golf 1.6 TDI Comfort 4M. (Kombi)","12-2010","Occasion","schwarz","30'000 km","Handschaltung","Allrad","Diesel",5,5,NA,1598,4,105,"1571 kg","5.5 l/100km","143 g/km","A",FALSE,"0 Monate","CHF 27'900.- "
"VW Golf 1.6 TDI Comfort 4M. (Kombi)","12-2010","Occasion","schwarz","12'800 km","Handschaltung","Allrad","Diesel",5,5,"schwarz",1598,4,105,"1571 kg","5.5 l/100km","143 g/km","A",FALSE,"0 Monate","CHF 29'950.- "
"VW Golf 1.6 TDI Comfort 4M. (Kombi)","12-2010","Occasion","grau","28'900 km","Handschaltung","Allrad","Diesel",5,5,"schwarz",1598,4,105,"1571 kg","5.5 l/100km","143 g/km","A",FALSE,"0 Monate","CHF 29'950.- "
"VW Golf 1.6 TDI Comfort 4M. (Kombi)","12-2010","Occasion","grau","24'050 km","Handschaltung","Allrad","Diesel",5,5,"schwarz",1598,4,105,"1571 kg","5.5 l/100km","143 g/km","A",FALSE,"12 Monate","CHF 29'880.- "
"VW Golf 1.6 TDI Comfort 4M. (Kombi)","12-2010","Occasion","schwarz","23'865 km","Handschaltung","Allrad","Diesel",5,5,NA,1598,4,105,"1571 kg","5.5 l/100km","143 g/km","A",FALSE,"12 Monate","CHF 25'900.- "
"VW Golf 1.6 TDI Comfort 4M. (Kombi)","12-2010","Occasion","schwarz","18'000 km","Handschaltung","Allrad","Diesel",5,5,"schwarz",1598,4,105,"1571 kg","5.5 l/100km","143 g/km","A",FALSE,"0 Monate","CHF 29'900.- "
"VW Golf 1.6 TDI Comfort 4M. (Kombi)","12-2010","Occasion","silber","24'900 km","Handschaltung","Allrad","Diesel",5,5,"schwarz",1598,4,105,"1571 kg","5.5 l/100km","143 g/km","A",FALSE,"12 Monate","CHF 29'500.- "
"VW Golf 1.6 TDI Comfort 4M. (Kombi)","12-2010","Occasion","grau","15'100 km","Handschaltung","Allrad","Diesel",5,5,"schwarz",1598,4,105,"1571 kg","5.5 l/100km","143 g/km","A",FALSE,"0 Monate","CHF 28'900.- "
"VW Golf 1.6 TDI Comfort 4M. (Kombi)","12-2010","Occasion","schwarz","31'500 km","Handschaltung","Allrad","Diesel",5,5,"schwarz",1598,4,105,"1571 kg","5.5 l/100km","143 g/km","A",FALSE,"0 Monate","CHF 28'850.- "
"VW Golf 1.6 TDI Comfort 4M. (Kombi)","12-2010","Occasion","silber","15'500 km","Handschaltung","Allrad","Diesel",5,5,"schwarz",1598,4,105,"1571 kg","5.5 l/100km","143 g/km","A",TRUE,"12 Monate","CHF 29'900.- "
"VW Golf 1.6 TDI Comfort 4M. (Kombi)","12-2010","Occasion","silber","25'500 km","Handschaltung","Allrad","Diesel",5,5,"schwarz",1598,4,105,"1571 kg","5.5 l/100km","143 g/km","A",FALSE,"12 Monate","CHF 29'900.- "
"VW Golf 1.6 TDI Comfort 4M. (Kombi)","12-2010","Occasion","schwarz","23'019 km","Handschaltung","Allrad","Diesel",5,5,"schwarz",1598,4,105,"1571 kg","5.5 l/100km","143 g/km","A",FALSE,"0 Monate","CHF 29'900.- "
"VW Golf 1.6 TDI Comfort 4M. (Kombi)","12-2010","Occasion","schwarz","26'000 km","Handschaltung","Allrad","Diesel",5,5,"schwarz",1598,4,105,"1571 kg","5.5 l/100km","143 g/km","A",FALSE,"0 Monate","CHF 29'900.- "
"VW Golf 1.6 TDI Comfort 4M. (Kombi)","12-2010","Occasion","grau","24'700 km","Handschaltung","Allrad","Diesel",5,5,NA,1598,4,105,"1571 kg","5.5 l/100km","143 g/km","A",FALSE,"0 Monate","CHF 28'900.- "
"VW Golf 1.6 TDI Comfort 4M. (Kombi)","12-2010","Occasion","grau","18'100 km","Handschaltung","Allrad","Diesel",5,5,NA,1598,4,105,"1571 kg","5.5 l/100km","143 g/km","A",FALSE,"0 Monate","CHF 29'800.- "
"VW Golf 1.6 TDI Comfort 4M. (Kombi)","12-2010","Occasion","schwarz","30'000 km","Handschaltung","Allrad","Diesel",5,5,NA,1598,4,105,"1571 kg","5.5 l/100km","143 g/km","A",FALSE,"0 Monate","CHF 27'900.- "
